,sim_asset_0
176,0.010042228
177,0.010040019
178,0.01000539
179,0.01021544
180,0.010278038
181,0.010470953
182,0.010104692
183,0.010153044
184,0.010264669
185,0.010244348
186,0.010198543
187,0.010187329
188,0.01022625
189,0.010285388
190,0.010196014
191,0.0102483
192,0.010191297
193,0.010207115
194,0.0099919013
195,0.010336028
196,0.010267386
197,0.010000428
198,0.0098830369
199,0.0098786933
200,0.009892719
201,0.0099585968
202,0.010186116
203,0.010257461
204,0.010287703
205,0.010267848
206,0.010296786
207,0.010101051
208,0.01034863
209,0.010348464
210,0.010188055
211,0.010173566
212,0.010167379
213,0.010168091
214,0.010247226
215,0.010387801
216,0.010403092
217,0.010435777
218,0.010261389
219,0.010264653
220,0.010233798
221,0.010337527
222,0.010408296
223,0.010192207
224,0.010408021
225,0.010328129
226,0.010338913
227,0.010344361
228,0.0099159062
229,0.0099118876
230,0.010259755
231,0.010391104
232,0.010450889
233,0.010425967
234,0.010324259
235,0.010231763
236,0.010254283
237,0.010268814
238,0.010224104
239,0.010290345
240,0.010263855
241,0.010335925
242,0.01034804
243,0.010217112
244,0.010152237
245,0.010140793
246,0.010138868
247,0.010089051
248,0.0099862221
249,0.010186214
250,0.010483003
251,0.010472871
252,0.010108768
253,0.010082474
254,0.010307013
255,0.010272851
256,0.010286617
257,0.010277279
258,0.010121043
259,0.0098944337
260,0.0099173752
261,0.010005259
262,0.0099935852
263,0.0099612217
264,0.010214874
265,0.010265258
266,0.01006759
267,0.010096971
268,0.010153454
269,0.010192581
270,0.01016495
271,0.010089868
272,0.010167425
273,0.010037221
274,0.0099929599
275,0.0099734162
276,0.010137395
277,0.010170133
278,0.010224919
279,0.010410574
280,0.010378482
281,0.0099551395
282,0.0099258558
283,0.0099083331
284,0.010084737
285,0.010020991
286,0.010107449
287,0.0099959001
288,0.010005606
289,0.010265847
290,0.010106644
291,0.010173362
292,0.010228231
293,0.009963737
294,0.0099617161
295,0.010039948
296,0.010288437
297,0.010170212
298,0.010427799
299,0.0099735682
300,0.0099589318
301,0.010321026
302,0.010113016
303,0.010099779
304,0.01029104
305,0.010205794
306,0.010188999
307,0.009922991
308,0.010247372
309,0.010250308
310,0.01020508
311,0.010508099
312,0.010461538
313,0.010147654
314,0.010284016
315,0.010031972
316,0.010086477
317,0.0103869
318,0.010340985
319,0.010358975
320,0.010321093
321,0.01028229
322,0.010390544
323,0.010113686
324,0.010254307
325,0.010401883
326,0.010317525
327,0.010196702
328,0.01037373
329,0.010392516
330,0.010430399
331,0.010165027
332,0.010152013
333,0.01033177
334,0.010050315
335,0.010041052
336,0.01009285
337,0.010203917
338,0.010283678
339,0.010419515
340,0.010413888
341,0.0098632416
342,0.010007968
343,0.010102443
344,0.010117733
345,0.010150714
346,0.010194754
347,0.010075028
348,0.01006413
349,0.010068907
350,0.010076285
351,0.010099253
352,0.010068016
353,0.010185992
354,0.010179046
355,0.010137061
356,0.01011712
357,0.01003892
358,0.010039455
359,0.010275796
360,0.010224049
361,0.010171204
362,0.010455228
363,0.010450561
364,0.010179944
365,0.010022123
366,0.010230376
367,0.01027504
368,0.010218442
369,0.010161919
370,0.01023251
371,0.010235969
372,0.010219011
373,0.010263785
374,0.010225927
375,0.010239781
376,0.010227091
377,0.010099395
378,0.010125835
379,0.010237529
380,0.01033181
381,0.010212302
382,0.010269408
383,0.010272668
384,0.010254443
385,0.010297478
386,0.010068309
387,0.01010645
388,0.01001232
389,0.010204085
390,0.010035225
391,0.010030637
392,0.010254932
393,0.0102062
394,0.010038035
395,0.010041174
396,0.010041178
397,0.010115049
398,0.010240127
399,0.0102348
400,0.010228979
401,0.010250499
402,0.01022673
403,0.010233014
404,0.0099455872
405,0.0098895871
406,0.009941141
407,0.010199371
408,0.010336252
409,0.010317884
410,0.0099906775
411,0.010142848
412,0.010153482
413,0.010170497
414,0.010073898
415,0.010088695
416,0.010289554
417,0.010433675
418,0.010354573
419,0.0099420468
420,0.00994519
421,0.0099083851
422,0.0098648767
423,0.010151188
424,0.010197091
425,0.010196782
426,0.010127383
427,0.010178791
428,0.010304613
429,0.010050047
430,0.010090079
431,0.01020527
432,0.010081355
433,0.010127357
434,0.010116215
435,0.010202648
436,0.01022822
437,0.01024624
438,0.01008262
439,0.010102137
440,0.010155882
441,0.010151866
442,0.010151669
443,0.01003708
444,0.010062146
445,0.01032355
446,0.010334706
447,0.0102351
448,0.010223221
449,0.010282629
450,0.010080381
451,0.01008728
452,0.010063632
453,0.01028931
454,0.010497298
455,0.010105135
456,0.010121761
457,0.010296352
458,0.010004153
459,0.010038506
460,0.010295666
461,0.010254414
462,0.010086102
463,0.010301903
464,0.0099913361
465,0.010343375
466,0.010029341
467,0.010032989
468,0.010027289
469,0.010093082
470,0.010036017
471,0.0099881277
472,0.010025857
473,0.010306544
474,0.010398362
475,0.010360647
476,0.010368065
477,0.010432718
478,0.010449333
479,0.0098746055
480,0.0098727365
481,0.0099358252
482,0.010065696
483,0.010058202
484,0.010059462
485,0.010051423
486,0.010048236
487,0.01006915
488,0.010077279
489,0.0099350234
490,0.0099830858
491,0.010017476
492,0.0099506417
493,0.010241191
494,0.010283866
495,0.010216414
496,0.010166261
497,0.010266305
498,0.010120468
499,0.01026917
