,sim_asset_0
154,0.030950329
155,0.031841101
156,0.05374543
157,0.065825411
158,-0.0065189852
159,0.036044452
160,0.026158083
161,0.027629003
162,0.020519355
163,-0.0039389919
164,-0.0035124476
165,-0.0018676847
166,0.03296111
167,0.024266539
168,0.017340971
169,0.0036234181
170,0.013621382
171,0.0053656201
172,0.010639315
173,0.019696301
174,0.031577935
175,0.0064325859
176,0.046421022
177,0.069030391
178,0.071673105
179,0.060066413
180,0.045863568
181,0.04340321
182,0.048748422
183,0.015997255
184,0.011697871
185,0.017776088
186,0.010267074
187,0.012562072
188,0.053404238
189,0.061708435
190,0.071343365
191,0.069942027
192,0.0068754081
193,0.0094709741
194,0.020305805
195,-0.00071401543
196,0.026289742
197,0.031705227
198,0.0091746472
199,0.010768631
200,0.011571829
201,0.010208013
202,0.026995693
203,0.020803232
204,0.025740065
205,0.028300989
206,0.030394631
207,0.024253642
208,0.036412453
209,0.037195141
210,0.037054824
211,0.044864305
212,0.043296473
213,0.043600638
214,0.03058761
215,0.020577792
216,0.016329197
217,0.018425109
218,0.076949384
219,0.090970347
220,0.088810588
221,0.03162444
222,0.027354799
223,0.0028930635
224,-0.00029576215
225,-0.0054782732
226,0.037521502
227,0.021702962
228,0.035086973
229,0.034184124
230,-0.0027498833
231,0.027864934
232,0.023164257
233,0.02020985
234,0.015994248
235,0.011752785
236,0.0068180117
237,0.021854846
238,0.0092556033
239,0.019881386
240,0.016559408
241,0.0087532057
242,-0.014676866
243,0.0066448064
244,0.01525345
245,0.020508816
246,0.020181612
247,0.023069123
248,0.0083952896
249,-0.0071934281
250,0.018102629
251,0.017869283
252,0.0020979231
253,0.0099413229
254,0.014207585
255,0.0077501906
256,0.014535623
257,0.023772114
258,0.017601504
259,0.049766416
260,0.0059835533
261,0.044667103
262,0.056643159
263,0.047380932
264,-0.0096825001
265,0.028328225
266,0.053596581
267,0.028831382
268,0.0037819557
269,0.028100363
270,0.018034954
271,0.027151615
272,0.025817872
273,0.027626502
274,0.022412582
275,0.0095011733
276,0.015969759
277,0.024736948
278,0.029044891
279,0.073449556
280,0.046916134
281,0.020848245
282,0.030271332
283,0.033040501
284,0.020028468
285,0.022548478
286,0.0045182849
287,0.012261999
288,-0.0023738588
289,0.043672307
290,0.016033124
291,0.013971767
292,0.020529112
293,0.023510164
294,0.026177191
295,0.016277158
296,0.040910816
297,0.0027265617
298,0.020861223
299,0.039057814
300,0.014963708
301,0.007055899
302,0.053096269
303,0.058159699
304,0.0097664099
305,0.016922562
306,0.01360256
307,0.035962782
308,0.013514535
309,0.013145572
310,-0.026791986
311,0.016509479
312,0.088527713
313,-0.02126696
314,0.026387174
315,0.024737325
316,0.068480316
317,-0.012790991
318,0.0020852502
319,0.039607269
