,sim_asset_0
352,-0.0010019182
353,-0.00080647523
354,-0.00068513299
355,-0.00040834836
356,-0.00055627245
357,-0.0012026787
358,-0.00099563322
359,-0.00056668024
360,-0.00088565784
361,-0.00058689278
362,-0.00062917051
363,-0.00049364075
364,-0.00075744304
365,-0.00068670522
366,-0.00055781457
367,-0.00076936471
368,-0.00071299627
369,-0.00021507751
370,-0.00060959505
371,-0.0010246963
372,-0.00072047571
373,-0.00074053222
374,-0.00071742775
375,-0.00060304936
376,-0.0012107134
377,-0.0011060627
378,-0.0005265483
379,-0.0014448266
380,-0.00078434058
381,-0.0019531868
382,-0.0017383468
383,-0.0011783659
384,-0.0015809632
385,-0.0010998398
386,-0.00084284625
387,-5.0881774e-05
388,-0.00087829921
389,-0.00088238628
390,-0.00059473437
391,-0.00081113609
392,-0.00074085212
393,-0.00071156359
394,-0.00084479937
395,-0.00074677775
396,-0.00053413495
397,-0.00020847414
398,-0.00057134325
399,-0.00044676257
400,-0.0011322914
401,-0.00076595552
402,-0.0010073455
403,-0.0011757023
404,-0.00019280733
405,-0.00055763972
406,-0.00041321726
407,-0.00059076824
408,-0.0015672278
409,-0.00062080241
410,-0.0003340812
411,-0.0011397139
412,-0.00088872494
413,-0.00026761566
414,-0.0009198126
415,-0.0007452474
416,-0.00038575333
417,-0.00053860034
418,-0.00076425788
419,-0.00064789127
420,-0.00086371747
421,8.7340873e-05
422,-0.00079712629
423,-0.00074584779
424,-0.00083273399
425,-0.00099418331
426,-0.0013197694
427,-0.00044016239
428,-0.0015088852
429,-0.0011459976
430,-0.00082687081
431,-0.00061467884
432,-0.00075138205
433,-0.00056308253
434,-0.00097052174
435,-0.0008434575
436,-0.00090597083
437,-0.00087378709
438,-0.00091051284
439,-0.00084871932
440,-0.00065967296
441,-0.0006987501
442,1.9876023e-06
443,-0.00092385476
444,-0.00093378318
445,-0.0007574372
446,-0.0011869016
447,-0.00036858053
448,-0.00083718006
449,-0.00049858196
450,-0.00098038431
451,-0.0013870643
452,-0.00041885034
453,-0.00037138582
454,-0.00069176074
455,-0.0010094337
456,-0.00093899393
457,-9.3044808e-05
458,-0.0010641536
459,-0.00063725419
460,-0.0011416429
461,-7.2434914e-05
462,-0.0016050413
463,-0.00051953777
464,-0.0011072565
465,-0.00089030243
466,-0.0010573025
467,-0.00071650883
468,-0.0011789029
469,-0.0012782643
470,-0.00072307585
471,-0.00039770462
472,-0.00048009316
473,-0.00060023022
474,0.00015559255
475,-0.00048886296
476,-0.00022618952
477,-0.00056228082
478,-0.0011519595
479,-0.0011238049
480,-0.0010116748
481,-0.00042242698
482,-0.00078304669
483,-0.00044708707
484,-0.00024203585
485,-0.0013314342
486,-0.00042019827
487,-0.00051262336
488,-0.0011589695
489,-0.00051507098
490,-0.0015165251
491,-0.00089391346
492,-0.00047838459
493,-0.00058619413
494,-0.0010159504
495,-0.0010078158
496,-0.0013712885
497,-0.00020251003
498,-0.00086028442
499,-0.0010501369
